criterion_id	scenario_id	buckets	n_buckets	criterion
te_0210_c01	te_0210	not_a_requirement;observational_verdict	2	yes, but being binary is the most common case
te_0210_c02	te_0210	not_a_requirement	1	binary decision trees support more splitting criteria than non-binary decision trees
te_0210_c03	te_0210	not_a_requirement	1	binary decision trees are also easier to implement
te_0210_c04	te_0210	not_a_requirement	1	any non-binary decision tree can be converted to a binary decision tree, therefore the more generalized case is binary decision decision trees
te_0211_c01	te_0211	not_a_requirement	1	an ensemble of decision trees is called a random forest
te_0211_c02	te_0211	not_a_requirement	1	a random forest is a collection of decision trees that are trained on different subsets of the training data
te_0211_c03	te_0211	not_a_requirement	1	the final prediction is made by taking the average of the predictions of all the decision trees in the random forest
te_0212_c01	te_0212	not_a_requirement	1	a decision tree is a tree with multiple levels
te_0212_c02	te_0212	not_a_requirement	1	a decision stump is a tree with only one level
te_0212_c03	te_0212	not_a_requirement	1	a decision stump is a special case of a decision tree
te_0212_c04	te_0212	not_a_requirement	1	a decision stump is usually used as a baseline model to compare with other models
te_0213_c01	te_0213	not_a_requirement	1	the decision tree is overfitting the training data
te_0213_c02	te_0213	not_a_requirement;vague_qualifier	2	the decision tree is not generalizing well to unseen data
te_0213_c03	te_0213	not_a_requirement	1	the decision tree is not learning the underlying pattern of the data, but rather memorizing the training data
te_0213_c04	te_0213	not_a_requirement	1	this usually causes the decision tree to perform poorly on the test data
te_0214_c01	te_0214	not_a_requirement	1	The resistance decreases when increasing the cross-sectional area
te_0215_c01	te_0215	not_a_requirement	1	The product sum rule only works for two resistors.
te_0215_c02	te_0215	not_a_requirement	1	For three resistors, the formula is more complicated ($R_{Parallel} = \frac{R_1 R_2 R_3}{R_1 R_2 + R_1 R_3 + R_2 R_3}$)
te_0216_c01	te_0216	hedging;not_a_requirement	2	If the voltage sources have different voltages, it could result in damage to the sources, since they would try to maintain different voltage across a parallel connection which requires a constant potential difference
te_0216_c02	te_0216	not_a_requirement	1	If they have the same voltage, it can extend their operational life
te_0217_c01	te_0217	hedging;not_a_requirement	2	This may be true in some cases, but is not true in all cases
te_0217_c02	te_0217	compound_multipart;hedging;not_a_requirement	3	When the charge density is zero, the inward and outward flow of the electrical field across an infinitesimal closed surface must be zero. For example, the field could be constant in a uniform direction.
te_0218_c01	te_0218	not_a_requirement	1	Either plug in units in definition $D = \epsilon E$ or in Gauss' law $\oint D \cdot dS = Q_{encl}$ to derive units of $D$
te_0219_c01	te_0219	not_a_requirement	1	The net charge enclosed by the closed surface
te_0220_c01	te_0220	not_a_requirement	1	The circle means that the integral is over a closed surface, for example a sphere.
te_0222_c02	te_0222	not_a_requirement	1	R is 50 because the question is concerning the current leaving through the 50ohm resistor.
te_0223_c01	te_0223	not_a_requirement	1	Amperes takes negative value when it is in the opposite direction of positive flow indicated by the circuit diagram.
te_0224_c02	te_0224	not_a_requirement	1	Shannon entropy is maximized when all symbols are equally probable.
te_0225_c01	te_0225	compound_multipart	1	Identifies and points out to the student that they are confused about a key concept.
te_0225_c02	te_0225	compound_multipart;not_a_requirement;over_specified	3	The statement is saying that if you have the optimal code for M-1 letters and you want to add a new letter, you can do so by aggregating the two least likely symbols. This means combining the two symbols with the lowest frequencies into a single node in the binary tree, and then adding the new letter as a new node.
te_0226_c01	te_0226	compound_multipart	1	Identifies and points out to the student that they are confused.
te_0226_c02	te_0226	compound_multipart;not_a_requirement	2	A composite symbol is a sequence of individual symbols. In this case, the composite symbol is made up of nine individual symbols (M=9)
te_0226_c03	te_0226	not_a_requirement	1	The 5^M comes from the number of possible composite symbols that can be generated.
te_0227_c01	te_0227	not_a_requirement	1	Shannon capacity is the maximum rate at which information can be transmitted over a channel with arbitrarily small probability of error
te_0227_c02	te_0227	not_a_requirement	1	Redundancy and error-correcting code can be used to perfectly recover signal from noisy channels.
te_0227_c03	te_0227	compound_multipart;hedging;not_a_requirement	3	In the student's proposed situation, one possible solution is that, instead of sending each bit once, we could send each bit three times. Other more sophisticated codings would also work.
te_0228_c01	te_0228	compound_multipart;not_a_requirement;vague_qualifier	3	A good answer should list some real-world scenarios where channels are corrupted. It should also explain how the signal corruption takes place in plain, easy-to-understand language.
te_0229_c01	te_0229	hedging;not_a_requirement	2	Potential examples could be 3D image of spatial variables height, width, and depth.
te_0230_c01	te_0230	hedging;not_a_requirement;vague_qualifier	3	A good answer could include but not limited to bandlimited, finite duration, time-invariant, noiseless, etc.
te_0231_c01	te_0231	not_a_requirement;vague_qualifier	2	A good answer should be well-formatted and include both in-chapter and out-of-chapter differences.
te_0231_c02	te_0231	compound_multipart;not_a_requirement	2	The chapter mentions (1) discrete-time signals are defined on integers, while analog signals are defined on the continuous space. (2) Discrete-time signals are more general.
te_0231_c03	te_0231	not_a_requirement;vague_qualifier	2	A good answer should also talk about differences between the two types of signals outside of this chapter's content
te_0232_c01	te_0232	compound_multipart;hedging;not_a_requirement;vague_qualifier	4	The complex exponential sequence is special for multiple reasons. A good answer could include its ability to represent any frequency in the discrete-time domain, its forming a basis for Fourier Transform, its linearity, etc.
te_0232_c02	te_0232	compound_multipart;not_a_requirement	2	The complex exponential sequence can take multiple forms. Make sure that the answer matches exactly with the one provided in the chapter.
te_0233_c02	te_0233	not_a_requirement	1	The information plot is with respect to the probability p.
te_0233_c03	te_0233	compound_multipart;not_a_requirement	2	If p is fixed, then the value of information (I) is also determined. So it would corresponds to a point in the graph.
te_0234_c02	te_0234	not_a_requirement	1	The information is with respect to the probability p instead of realization of symbols.
te_0235_c02	te_0235	compound_multipart	1	Identifies and points out to the student that they make a mistake in this formulation. The probability of a specific symbol (i.e., a specific real number) occurring is technically zero.
te_0235_c03	te_0235	compound_multipart;hedging;not_a_requirement;vague_qualifier	4	Therefore there is no good answer to this quesetion. A potential good answer could suggest the student to explore other concepts such as entropy, and explain how entropy is related to and different from information.
te_0236_c01	te_0236	not_a_requirement	1	The last equality is the term of the left $\frac{1}{R_{1}}+\frac{1}{R_{2}}$ brought to a common denominator by multiplying both the nominator and denominator by $R_1 R_2$.
te_0237_c01	te_0237	not_a_requirement;observational_verdict	2	No, charge accumulates on the capacitor plates but can not flow across the capacitor
te_0237_c02	te_0237	not_a_requirement	1	Current can flow to charge the capacitor plates when the voltage changes
te_0238_c01	te_0238	compound_multipart;not_a_requirement	2	Re-arrange $L = \frac{e_{1}-e_{2}}{\frac{d i}{d t}}. The units of $e$ are V, the units of $i$ are A, the units of $\frac{d i}{d t}$ are A/s.
te_0238_c02	te_0238	not_a_requirement	1	Therefore, the units of L are H = V/(A/s) = Vs/A, or in terms of SI base units 1 H = 1 kg m^2/A^2/s^2
te_0239_c01	te_0239	not_a_requirement	1	When $\omega=0$, the frequency response is 1
te_0239_c02	te_0239	not_a_requirement	1	When $\omega \rightarrow \infty$, the frequency response approaches 0
