bucket	criterion_id	decision	before	after	rationale																		11
compound_multipart;not_a_requirement	te_0425_c01	reword	Strong induction assumes that all previous steps are true. But for induction we only assume the previous step is true.	"Explains that strong induction assumes all previous steps hold, whereas ordinary induction assumes only the immediately preceding step holds."	Reframed the bare factual statement into a single positively framed requirement on the tutor's response.																		
not_a_requirement	te_0426_c01	reword	"Here, means that aiming at proving at stronger statement makes the proof easier."	Explains that the bootstrap phenomenon means proving a stronger statement can make the proof easier or possible.	Reframed the fragmentary observation into a positive requirement on the tutor's response.																		
not_a_requirement	te_0426_c02	reword	"In this case, strong induction is stronger than standard induction."	States that strong induction is stronger than standard induction.	Reframed the bare observation as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0427_c01	reword	Proof by strong induction (not just by induction).	States that the proof uses strong induction rather than ordinary induction.	Reframed the sentence fragment into a checkable requirement on the tutor's response.																		
compound_multipart	te_0427_c03	reword	"Show that if $f(n-1) = 2(n-1) + 1$ and $f(n-2)=2(n-2)+1$, then $f(n)=2n+1$."	"Shows that if $f(n-1) = 2(n-1) + 1$ and $f(n-2)=2(n-2)+1$, then $f(n)=2n+1$."	"Reframed as a single requirement on the tutor's response; the two hypotheses are part of one inductive step, not independent requirements."																		
compound_multipart;not_a_requirement	te_0428_c01	reword	"At each step, the number of temporary vertices decreases by one. As there are finitely many vertices, at some point there must be no temporary vertices left, and therefore the algorithm halts."	"Explains that each step converts one temporary vertex to permanent, so with finitely many vertices the algorithm eventually runs out of temporary vertices and halts."	Reframed the mathematical fact into a single positively-framed requirement on the tutor's explanation.																		
compound_multipart;not_a_requirement;over_specified	te_0429_c01	reword	"Build a two-level graph from the cities the first level corresponds to the cities before using the discount, and the second one to the cities after using the discount. Within each level, the edges correspond to the flights, and their weights are the prices. There are also edges from the first level to the second level, which also correspond to the flights, but the weight is the 50% discounted price. The problem is solved by running Dijkstra's algorithm on this graph."	"Describes building a two-level (layered) graph where each level represents cities before and after using the discount, with edges from the first level to the second having the 50%-discounted flight price, then running Dijkstra's algorithm on it."	"Reframed the layered-graph construction as a single self-contained requirement on the tutor's explanation, preserving the mathematical content."																		
not_a_requirement	te_0431_c01	reword	Time complexity of the version described in the chapter is quadratic in the number of vertices.	States that the time complexity of the chapter's version of Dijkstra's algorithm is quadratic in the number of vertices (O(n^2)).	Converted the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement;observational_verdict	te_0431_c02	reword	It is possible to make dijkstra's algorithm more efficient by using a heap to efficiently keep track of the temporary vertex with lowest distance estimate.	States that Dijkstra's algorithm can be made more efficient by using a heap (priority queue) to track the temporary vertex with the lowest distance estimate.	Reframed the bare fact into a positively framed requirement on the tutor's response led by an action verb.																		
compound_multipart;not_a_requirement	te_0433_c02	split	The first part works the positive reals with multiplication. The second part works in the integers with addition	States that the first part of Example 2 works in the group of positive reals under multiplication ||| States that the second part of Example 2 works in the group of integers under addition	"Bundles two independent facts about the two parts of Example 2, so split into atomic requirements framed as tutor actions."																		
hedging;not_a_requirement	te_0433_c03	flag_for_human	"Could emphasise that in the first case, $(x)^{n}$ is the product of $x$ $n$ times, and in the second case, it is the sum of $x$ $n$ times."	"Emphasizes that the first case is the product of $x$ $n$ times, while the second case is the sum of $x$ $n$ times."	"The criterion is framed as an optional nicety ('Could emphasise') with no firm requirement to grade, so a human should decide."																		
compound_multipart;not_a_requirement	te_0434_c02	reword	"If you do a then b, then the way to undo this is to do the inverse of b then the inverse of a"	"Explains that to undo the product a*b, one undoes b first (applies b's inverse) and then undoes a (applies a's inverse), giving b^{-1}*a^{-1}."	Reframed the bare analogy into a positively framed requirement on the tutor's explanation while preserving the reverse-order intuition.																		
