scenario_id,op,old_id,new_id,old_text,new_text,note
tb_0032,keep,tb_0032_c01,tb_0032_c01,"The response must correctly define and explain that the equivalence point is the stage in a titration where the number of moles of titrant added is stoichiometrically equal to the number of moles of analyte originally present. This should be clearly stated in terms of moles, not volume.","The response must correctly define and explain that the equivalence point is the stage in a titration where the number of moles of titrant added is stoichiometrically equal to the number of moles of analyte originally present. This should be clearly stated in terms of moles, not volume.",tranche_1C FP (one equivalence-point definition); KEEP
tb_0032,format_consolidated,tb_0032_c05,tb_0032_c07,1 orphan(s) -> aspects=['math'],"The response should follow tutoring presentation conventions: render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0034,keep,tb_0034_c03,tb_0034_c03,"The response must explain that, in the student’s provided formula, $\sum_{ij} x_iy_j$ should instead be $(\sum_{i}x_i)(\sum_jy_j)$ (noting that these are not equivalent expressions).","The response must explain that, in the student’s provided formula, $\sum_{ij} x_iy_j$ should instead be $(\sum_{i}x_i)(\sum_jy_j)$ (noting that these are not equivalent expressions).",tranche_1C FP (one correction of the m-formula); KEEP
tb_0034,keep,tb_0034_c04,tb_0034_c04,"The response must explain that, in the student’s formula for $y$-intercept $b$, $\overline{x_i}$ should instead be $m$.","The response must explain that, in the student’s formula for $y$-intercept $b$, $\overline{x_i}$ should instead be $m$.",tranche_1C FP (one correction of the b-formula); KEEP
tb_0034,keep,tb_0034_c05,tb_0034_c05,"The response must explicitly mention that to derive the least-squares regression formulas for the slope $m$ and y-intercept $b$, an optimization (or minimization) of the sum of squared residuals must be performed. ","The response must explicitly mention that to derive the least-squares regression formulas for the slope $m$ and y-intercept $b$, an optimization (or minimization) of the sum of squared residuals must be performed. ",tranche_1C FP (one derivation point: minimize SSR); KEEP
tb_0034,keep,tb_0034_c07,tb_0034_c07,The response must note that the least-squares regression formula $y=2.5x+60$ should only be used as a local linear approximation and should not be used for very small or large values of $x$ (or must include some roughly equivalent description).,The response must note that the least-squares regression formula $y=2.5x+60$ should only be used as a local linear approximation and should not be used for very small or large values of $x$ (or must include some roughly equivalent description).,tranche_1C FP (one caveat: local linear approximation); KEEP
tb_0034,keep,tb_0034_c08,tb_0034_c08,The response must identify all student errors in the follow-up response (the incorrect formula for $m$ and the incorrect formula for $b$).,The response must identify all student errors in the follow-up response (the incorrect formula for $m$ and the incorrect formula for $b$).,tranche_1C multi-error but siblings c03/c04 already cover m and b errors; KEEP as completeness check
tb_0034,format_consolidated,tb_0034_c11,tb_0034_c11,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0035,format_consolidated,tb_0035_c06,tb_0035_c06,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0037,keep,tb_0037_c03,tb_0037_c03,"The response must explain that the current flowing through AB and BC will induce a magnetic field at the center of the triangle that points into the page, while the current that flows throgh AC will induce a magnetic field pointing out of the page. The effect could be reversed depending on how the triangle is oriented, but the KEY POINT HERE IS THAT: the field directions of AB and BC must be opposite to AC. So they cancel each other.","The response must explain that the current flowing through AB and BC will induce a magnetic field at the center of the triangle that points into the page, while the current that flows throgh AC will induce a magnetic field pointing out of the page. The effect could be reversed depending on how the triangle is oriented, but the KEY POINT HERE IS THAT: the field directions of AB and BC must be opposite to AC. So they cancel each other.",tranche_1C FP (one magnetic-field cancellation reasoning); KEEP
tb_0037,format_consolidated,"tb_0037_c05,tb_0037_c06",tb_0037_c05,"2 orphan(s) -> aspects=['persona', 'structure', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0038,format_consolidated,tb_0038_c06,tb_0038_c08,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0039,keep,tb_0039_c02,tb_0039_c02,"The response must explain that the halogens are the elements in Group 17 of the periodic table—they include fluorine (F), chlorine (Cl), bromine (Br), iodine (I), astatine (At), and tennessine (Ts).","The response must explain that the halogens are the elements in Group 17 of the periodic table—they include fluorine (F), chlorine (Cl), bromine (Br), iodine (I), astatine (At), and tennessine (Ts).",tranche_1C FP (one fact: halogens are Group 17 list); KEEP
tb_0040,split,tb_0040_c03,tb_0040_c03,The response must identify and explain both convection and radiation as the key heat loss mechanisms for the hanging orb. ,The response must identify and explain convection as a key heat-loss mechanism for the hanging orb.,batch2; two distinct heat-loss mechanisms
tb_0040,split,tb_0040_c03,tb_0040_c04,The response must identify and explain both convection and radiation as the key heat loss mechanisms for the hanging orb. ,The response must identify and explain radiation as a key heat-loss mechanism for the hanging orb.,batch2; two distinct heat-loss mechanisms
tb_0040,format_consolidated,tb_0040_c06,tb_0040_c07,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0042,keep,tb_0042_c01,tb_0042_c01,"The response must correctly state that when H is bonded to more electronegative elements (C, O) its oxidation state is +1. ","The response must correctly state that when H is bonded to more electronegative elements (C, O) its oxidation state is +1. ",batch2 FP; one oxidation-state fact
tb_0042,split,tb_0042_c03,tb_0042_c03,"The response must identify that H's oxidation number decreases from +1 in CH_3OH to 0 in H_2, and state that a decrease in oxidation number  = reduction.",The response must identify that H's oxidation number decreases from +1 in CH_3OH to 0 in H_2.,batch2; observation + rule
tb_0042,split,tb_0042_c03,tb_0042_c04,"The response must identify that H's oxidation number decreases from +1 in CH_3OH to 0 in H_2, and state that a decrease in oxidation number  = reduction.",The response must state that a decrease in oxidation number corresponds to reduction.,batch2; observation + rule
tb_0043,format_consolidated,tb_0043_c08,tb_0043_c09,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
